sample,country,ampseq_process,Artemisinin,Piperaquine,Mefloquine,Chloroquine,Pyrimethamine,Sulfadoxine,DHA-PPQ,AS-MQ,INSDC_Pf8,INSDC_GenRe_GRC1,INSDC_GenRe_GRC2,INSDC_GenRe_SPEC
RCN18621,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627349,ERR14394357,ERR14394358,ERR14394359
RCN18622,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627350,ERR14394360,ERR14394361,ERR14394362
RCN18627,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627352,ERR14394372,ERR14394373,ERR14394374
RCN18630,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627354,ERR14394381,ERR14394382,ERR14394383
RCN18631,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627355,ERR14394384,ERR14394385,ERR14394386
RCN18633,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627356,ERR14394390,ERR14394391,ERR14394392
RCN18634,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627357,ERR14394393,ERR14394394,ERR14394395
RCN18635,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627358,ERR14394396,ERR14394397,ERR14394398
RCN18636,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627359,ERR14394399,ERR14394400,ERR14394401
RCN18637,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627360,ERR14394402,ERR14394403,ERR14394404
RCN18638,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627361,ERR14394405,ERR14394406,ERR14394407
RCN18639,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627362,ERR14394408,ERR14394409,ERR14394410
RCN18641,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627364,ERR14394414,ERR14394415,ERR14394416
RCN18644,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627363,ERR14394423,ERR14394424,ERR14394425
RCN18646,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627365,ERR14394426,ERR14394427,ERR14394428
RCN18647,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627366,ERR14394429,ERR14394430,ERR14394431
RCN18651,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627368,ERR14394441,ERR14394442,ERR14394443
RCN18654,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627369,ERR14394450,ERR14394451,ERR14394452
RCN18655,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627370,ERR14394453,ERR14394454,ERR14394455
RCN18658,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627371,ERR14394462,ERR14394463,ERR14394464
RCN18659,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627372,ERR14394465,ERR14394466,ERR14394467
RCN18660,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627373,ERR14394468,ERR14394469,ERR14394470
RCN18664,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627375,ERR14394477,ERR14394478,ERR14394479
RCN18665,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627376,ERR14394480,ERR14394481,ERR14394482
RCN18667,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627378,ERR14394486,ERR14394487,ERR14394488
RCN18669,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627380,ERR14394492,ERR14394493,ERR14394494
RCN18671,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627381,ERR14394498,ERR14394499,ERR14394500
RCN18672,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627382,ERR14394501,ERR14394502,ERR14394503
RCN18673,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627383,ERR14394504,ERR14394505,ERR14394506
RCN18675,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627384,ERR14394510,ERR14394511,ERR14394512
RCN18676,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627385,ERR14394513,ERR14394514,ERR14394515
RCN18677,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627386,ERR14394516,ERR14394517,ERR14394518
RCN18680,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627387,ERR14394522,ERR14394523,ERR14394524
RCN18681,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627388,ERR14394525,ERR14394526,ERR14394527
RCN18682,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627389,ERR14394528,ERR14394529,ERR14394530
RCN18683,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627390,ERR14394531,ERR14394532,ERR14394533
RCN18684,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627391,ERR14394534,ERR14394535,ERR14394536
RCN18685,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627392,ERR14394537,ERR14394538,ERR14394539
RCN18688,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627394,ERR14394546,ERR14394547,ERR14394548
RCN18689,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627395,ERR14394549,ERR14394550,ERR14394551
RCN18691,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627397,ERR14394555,ERR14394556,ERR14394557
RCN18692,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627398,ERR14394558,ERR14394559,ERR14394560
RCN18693,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627399,ERR14394561,ERR14394562,ERR14394563
RCN18695,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627400,ERR14394567,ERR14394568,ERR14394569
RCN18696,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627401,ERR14394570,ERR14394571,ERR14394572
RCN18697,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627402,ERR14394573,ERR14394574,ERR14394575
RCN18698,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627403,ERR14394576,ERR14394577,ERR14394578
RCN18699,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627404,ERR14394579,ERR14394580,ERR14394581
RCN18700,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627405,ERR14394582,ERR14394583,ERR14394584
RCN18704,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627407,ERR14394591,ERR14394592,ERR14394593
RCN18705,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627408,ERR14394594,ERR14394595,ERR14394596
RCN18706,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627409,ERR14394597,ERR14394598,ERR14394599
RCN18707,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627410,ERR14394600,ERR14394601,ERR14394602
RCN18708,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627411,ERR14394603,ERR14394604,ERR14394605
RCN18709,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627412,ERR14394606,ERR14394607,ERR14394608
RCN18713,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627414,ERR14394618,ERR14394619,ERR14394620
RCN18714,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,ERR15627415,ERR14394621,ERR14394622,ERR14394623
RCN18715,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,ERR15627416,ERR14394624,ERR14394625,ERR14394626
RCN18717,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,ERR15627418,ERR14394630,ERR14394631,ERR14394632
RCN18718,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,ERR15627419,ERR14394633,ERR14394634,ERR14394635
RCN18720,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,ERR15627421,ERR14394639,ERR14394640,ERR14394641
RCN18723,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627423,ERR14394645,ERR14394646,ERR14394647
RCN18724,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627424,ERR14394648,ERR14394649,ERR14394650
RCN18725,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627425,ERR14394651,ERR14394652,ERR14394653
RCN18728,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627426,ERR14394660,ERR14394661,ERR14394662
RCN18729,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627427,ERR14394663,ERR14394664,ERR14394665
RCN18730,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627428,ERR14394666,ERR14394667,ERR14394668
RCN18731,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627429,ERR14394669,ERR14394670,ERR14394671
RCN18732,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627430,ERR14394672,ERR14394673,ERR14394674
RCN18734,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627432,ERR14394678,ERR14394679,ERR14394680
RCN18735,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627433,ERR14394681,ERR14394682,ERR14394683
RCN18736,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627434,ERR14394684,ERR14394685,ERR14394686
RCN18737,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627435,ERR14394687,ERR14394688,ERR14394689
RCN18738,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15627436,ERR14394690,ERR14394691,ERR14394692
RCN18739,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15627437,ERR14394693,ERR14394694,ERR14394695
RCN18740,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627438,ERR14394696,ERR14394697,ERR14394698
RCN18741,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627439,ERR14394699,ERR14394700,ERR14394701
RCN18744,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627441,ERR14394708,ERR14394709,ERR14394710
RCN18745,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627442,ERR14394711,ERR14394712,ERR14394713
RCN18748,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627445,ERR14394717,ERR14394718,ERR14394719
RCN18749,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15627446,ERR14394720,ERR14394721,ERR14394722
RCN24787,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628006,ERR14394723,ERR14394724,ERR14394725
RCN24788,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628007,ERR14394726,ERR14394727,ERR14394728
RCN24789,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628008,ERR14394729,ERR14394730,ERR14394731
RCN24790,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628009,ERR14394732,ERR14394733,ERR14394734
RCN24791,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,ERR15628010,ERR14394735,ERR14394736,ERR14394737
RCN24792,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628011,ERR14394738,ERR14394739,ERR14394740
RCN24793,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628012,ERR14394741,ERR14394742,ERR14394743
RCN24794,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628013,ERR14394744,ERR14394745,ERR14394746
RCN24795,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628014,ERR14394747,ERR14394748,ERR14394749
RCN24796,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628015,ERR14394750,ERR14394751,ERR14394752
RCN24797,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628016,ERR14394753,ERR14394754,ERR14394755
RCN24798,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628017,ERR14394756,ERR14394757,ERR14394758
RCN24799,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628018,ERR14394759,ERR14394760,ERR14394761
RCN24800,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628019,ERR14394762,ERR14394763,ERR14394764
RCN24801,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628020,ERR14394765,ERR14394766,ERR14394767
RCN24802,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628021,ERR14394768,ERR14394769,ERR14394770
RCN24803,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628022,ERR14394771,ERR14394772,ERR14394773
RCN24804,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628023,ERR14394774,ERR14394775,ERR14394776
RCN24806,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628025,ERR14394780,ERR14394781,ERR14394782
RCN24807,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628026,ERR14394783,ERR14394784,ERR14394785
RCN24808,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628027,ERR14394786,ERR14394787,ERR14394788
RCN24809,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628028,ERR14394789,ERR14394790,ERR14394791
RCN24810,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628029,ERR14394792,ERR14394793,ERR14394794
RCN24811,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628030,ERR14394795,ERR14394796,ERR14394797
RCN24812,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628031,ERR14394798,ERR14394799,ERR14394800
RCN24813,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628032,ERR14394801,ERR14394802,ERR14394803
RCN24814,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628033,ERR14394804,ERR14394805,ERR14394806
RCN24815,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628034,ERR14394807,ERR14394808,ERR14394809
RCN24816,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628035,ERR14394810,ERR14394811,ERR14394812
RCN24817,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628036,ERR14394813,ERR14394814,ERR14394815
RCN24818,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628037,ERR14394816,ERR14394817,ERR14394818
RCN24819,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628038,ERR14394819,ERR14394820,ERR14394821
RCN24821,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628040,ERR14394825,ERR14394826,ERR14394827
RCN24822,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628041,ERR14394828,ERR14394829,ERR14394830
RCN24823,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628042,ERR14394831,ERR14394832,ERR14394833
RCN24824,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628043,ERR14394834,ERR14394835,ERR14394836
RCN24825,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628044,ERR14394837,ERR14394838,ERR14394839
RCN24827,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628046,ERR14394843,ERR14394844,ERR14394845
RCN24828,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628047,ERR14394846,ERR14394847,ERR14394848
RCN24829,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628048,ERR14394849,ERR14394850,ERR14394851
RCN24831,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628050,ERR14394855,ERR14394856,ERR14394857
RCN24832,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628051,ERR14394858,ERR14394859,ERR14394860
RCN24833,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,ERR15628052,ERR14394861,ERR14394862,ERR14394863
RCN24834,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628053,ERR14394864,ERR14394865,ERR14394866
RCN24838,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628057,ERR14394873,ERR14394874,ERR14394875
RCN24839,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628058,ERR14394876,ERR14394877,ERR14394878
RCN24840,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628059,ERR14394879,ERR14394880,ERR14394881
RCN24842,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628061,ERR14394885,ERR14394886,ERR14394887
RCN24851,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628068,ERR14394906,ERR14394907,ERR14394908
RCN24853,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628069,ERR14394909,ERR14394910,ERR14394911
RCN24856,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628072,ERR14394918,ERR14394919,ERR14394920
RCN24857,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628073,ERR14394921,ERR14394922,ERR14394923
RCN24859,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628074,ERR14394927,ERR14394928,ERR14394929
RCN24860,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628075,ERR14394930,ERR14394931,ERR14394932
RCN24862,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628077,ERR14394936,ERR14394937,ERR14394938
RCN24864,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628079,ERR14394942,ERR14394943,ERR14394944
RCN24867,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628082,ERR14394951,ERR14394952,ERR14394953
RCN24870,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628085,ERR14394960,ERR14394961,ERR14394962
RCN24871,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628086,ERR14394963,ERR14394964,ERR14394965
RCN24873,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628088,ERR14394969,ERR14394970,ERR14394971
RCN24874,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628089,ERR14394972,ERR14394973,ERR14394974
RCN24877,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628092,ERR14394981,ERR14394982,ERR14394983
RCN24878,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628093,ERR14394984,ERR14394985,ERR14394986
RCN24883,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628097,ERR14394993,ERR14394994,ERR14394995
RCN24884,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628098,ERR14394996,ERR14394997,ERR14394998
RCN24885,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628099,ERR14394999,ERR14395000,ERR14395001
RCN24888,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628102,ERR14395008,ERR14395009,ERR14395010
RCN24889,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628103,ERR14395011,ERR14395012,ERR14395013
RCN24890,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628104,ERR14395014,ERR14395015,ERR14395016
RCN24892,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628106,ERR14395020,ERR14395021,ERR14395022
