sample_title,run_accession,panel
RCN33864,ERR14399742,GRC1
RCN33864,ERR14399743,GRC2
RCN33864,ERR14399744,SPEC
RCN33865,ERR14399745,GRC1
RCN33865,ERR14399746,GRC2
RCN33865,ERR14399747,SPEC
RCN33866,ERR14399748,GRC1
RCN33866,ERR14399749,GRC2
RCN33866,ERR14399750,SPEC
RCN33867,ERR14399751,GRC1
RCN33867,ERR14399752,GRC2
RCN33867,ERR14399753,SPEC
RCN33868,ERR14399754,GRC1
RCN33868,ERR14399755,GRC2
RCN33868,ERR14399756,SPEC
RCN33869,ERR14399757,GRC1
RCN33869,ERR14399758,GRC2
RCN33869,ERR14399759,SPEC
RCN33870,ERR14399760,GRC1
RCN33870,ERR14399761,GRC2
RCN33870,ERR14399762,SPEC
RCN33871,ERR14399763,GRC1
RCN33871,ERR14399764,GRC2
RCN33871,ERR14399765,SPEC
RCN33872,ERR14399766,GRC1
RCN33872,ERR14399767,GRC2
RCN33872,ERR14399768,SPEC
RCN33873,ERR14399769,GRC1
RCN33873,ERR14399770,GRC2
RCN33873,ERR14399771,SPEC
RCN33874,ERR14399772,GRC1
RCN33874,ERR14399773,GRC2
RCN33874,ERR14399774,SPEC
RCN33875,ERR14399775,GRC1
RCN33875,ERR14399776,GRC2
RCN33875,ERR14399777,SPEC
RCN33876,ERR14399778,GRC1
RCN33876,ERR14399779,GRC2
RCN33876,ERR14399780,SPEC
RCN33877,ERR14399781,GRC1
RCN33877,ERR14399782,GRC2
RCN33877,ERR14399783,SPEC
RCN33878,ERR14399784,GRC1
RCN33878,ERR14399785,GRC2
RCN33878,ERR14399786,SPEC
RCN33879,ERR14399787,GRC1
RCN33879,ERR14399788,GRC2
RCN33879,ERR14399789,SPEC
RCN33881,ERR14399790,GRC1
RCN33881,ERR14399791,GRC2
RCN33881,ERR14399792,SPEC
RCN33882,ERR14399793,GRC1
RCN33882,ERR14399794,GRC2
RCN33882,ERR14399795,SPEC
RCN33883,ERR14399796,GRC1
RCN33883,ERR14399797,GRC2
RCN33883,ERR14399798,SPEC
RCN33884,ERR14399799,GRC1
RCN33884,ERR14399800,GRC2
RCN33884,ERR14399801,SPEC
RCN33885,ERR14399802,GRC1
RCN33885,ERR14399803,GRC2
RCN33885,ERR14399804,SPEC
RCN33886,ERR14399805,GRC1
RCN33886,ERR14399806,GRC2
RCN33886,ERR14399807,SPEC
RCN33887,ERR14399808,GRC1
RCN33887,ERR14399809,GRC2
RCN33887,ERR14399810,SPEC
RCN33888,ERR14399811,GRC1
RCN33888,ERR14399812,GRC2
RCN33888,ERR14399813,SPEC
RCN33889,ERR14399814,GRC1
RCN33889,ERR14399815,GRC2
RCN33889,ERR14399816,SPEC
RCN33890,ERR14399817,GRC1
RCN33890,ERR14399818,GRC2
RCN33890,ERR14399819,SPEC
RCN33891,ERR14399820,GRC1
RCN33891,ERR14399821,GRC2
RCN33891,ERR14399822,SPEC
RCN33892,ERR14399823,GRC1
RCN33892,ERR14399824,GRC2
RCN33892,ERR14399825,SPEC
RCN33893,ERR14399826,GRC1
RCN33893,ERR14399827,GRC2
RCN33893,ERR14399828,SPEC
RCN33894,ERR14399829,GRC1
RCN33894,ERR14399830,GRC2
RCN33894,ERR14399831,SPEC
RCN33895,ERR14399832,GRC1
RCN33895,ERR14399833,GRC2
RCN33895,ERR14399834,SPEC
RCN33896,ERR14399835,GRC1
RCN33896,ERR14399836,GRC2
RCN33896,ERR14399837,SPEC
RCN33897,ERR14399838,GRC1
RCN33897,ERR14399839,GRC2
RCN33897,ERR14399840,SPEC
RCN33898,ERR14399841,GRC1
RCN33898,ERR14399842,GRC2
RCN33898,ERR14399843,SPEC
RCN33899,ERR14399844,GRC1
RCN33899,ERR14399845,GRC2
RCN33899,ERR14399846,SPEC
RCN33900,ERR14399847,GRC1
RCN33900,ERR14399848,GRC2
RCN33900,ERR14399849,SPEC
RCN33901,ERR14399850,GRC1
RCN33901,ERR14399851,GRC2
RCN33901,ERR14399852,SPEC
RCN33902,ERR14399853,GRC1
RCN33902,ERR14399854,GRC2
RCN33902,ERR14399855,SPEC
RCN33903,ERR14399856,GRC1
RCN33903,ERR14399857,GRC2
RCN33903,ERR14399858,SPEC
RCN33904,ERR14399859,GRC1
RCN33904,ERR14399860,GRC2
RCN33904,ERR14399861,SPEC
RCN33905,ERR14399862,GRC1
RCN33905,ERR14399863,GRC2
RCN33905,ERR14399864,SPEC
RCN33906,ERR14399865,GRC1
RCN33906,ERR14399866,GRC2
RCN33906,ERR14399867,SPEC
RCN33907,ERR14399868,GRC1
RCN33907,ERR14399869,GRC2
RCN33907,ERR14399870,SPEC
RCN33908,ERR14399871,GRC1
RCN33908,ERR14399872,GRC2
RCN33908,ERR14399873,SPEC
RCN33909,ERR14399874,GRC1
RCN33909,ERR14399875,GRC2
RCN33909,ERR14399876,SPEC
RCN33910,ERR14399877,GRC1
RCN33910,ERR14399878,GRC2
RCN33910,ERR14399879,SPEC
RCN33911,ERR14399880,GRC1
RCN33911,ERR14399881,GRC2
RCN33911,ERR14399882,SPEC
RCN33912,ERR14399883,GRC1
RCN33912,ERR14399884,GRC2
RCN33912,ERR14399885,SPEC
RCN33913,ERR14399886,GRC1
RCN33913,ERR14399887,GRC2
RCN33913,ERR14399888,SPEC
RCN33914,ERR14399889,GRC1
RCN33914,ERR14399890,GRC2
RCN33914,ERR14399891,SPEC
RCN33915,ERR14399892,GRC1
RCN33915,ERR14399893,GRC2
RCN33915,ERR14399894,SPEC
RCN33916,ERR14399895,GRC1
RCN33916,ERR14399896,GRC2
RCN33916,ERR14399897,SPEC
RCN33917,ERR14399898,GRC1
RCN33917,ERR14399899,GRC2
RCN33917,ERR14399900,SPEC
RCN33918,ERR14399901,GRC1
RCN33918,ERR14399902,GRC2
RCN33918,ERR14399903,SPEC
RCN33919,ERR14399904,GRC1
RCN33919,ERR14399905,GRC2
RCN33919,ERR14399906,SPEC
RCN33920,ERR14399907,GRC1
RCN33920,ERR14399908,GRC2
RCN33920,ERR14399909,SPEC
RCN33921,ERR14399910,GRC1
RCN33921,ERR14399911,GRC2
RCN33921,ERR14399912,SPEC
RCN33922,ERR14399913,GRC1
RCN33922,ERR14399914,GRC2
RCN33922,ERR14399915,SPEC
RCN33923,ERR14399916,GRC1
RCN33923,ERR14399917,GRC2
RCN33923,ERR14399918,SPEC
RCN33924,ERR14399919,GRC1
RCN33924,ERR14399920,GRC2
RCN33924,ERR14399921,SPEC
RCN33926,ERR14399922,GRC1
RCN33926,ERR14399923,GRC2
RCN33926,ERR14399924,SPEC
RCN33927,ERR14399925,GRC1
RCN33927,ERR14399926,GRC2
RCN33927,ERR14399927,SPEC
RCN33928,ERR14399928,GRC1
RCN33928,ERR14399929,GRC2
RCN33928,ERR14399930,SPEC
RCN33929,ERR14399931,GRC1
RCN33929,ERR14399932,GRC2
RCN33929,ERR14399933,SPEC
RCN33930,ERR14399934,GRC1
RCN33930,ERR14399935,GRC2
RCN33930,ERR14399936,SPEC
RCN33931,ERR14399937,GRC1
RCN33931,ERR14399938,GRC2
RCN33931,ERR14399939,SPEC
RCN33932,ERR14399940,GRC1
RCN33932,ERR14399941,GRC2
RCN33932,ERR14399942,SPEC
RCN33933,ERR14399943,GRC1
RCN33933,ERR14399944,GRC2
RCN33933,ERR14399945,SPEC
RCN33934,ERR14399946,GRC1
RCN33934,ERR14399947,GRC2
RCN33934,ERR14399948,SPEC
RCN33935,ERR14399949,GRC1
RCN33935,ERR14399950,GRC2
RCN33935,ERR14399951,SPEC
RCN33936,ERR14399952,GRC1
RCN33936,ERR14399953,GRC2
RCN33936,ERR14399954,SPEC
RCN33937,ERR14399955,GRC1
RCN33937,ERR14399956,GRC2
RCN33937,ERR14399957,SPEC
RCN33938,ERR14399958,GRC1
RCN33938,ERR14399959,GRC2
RCN33938,ERR14399960,SPEC
RCN33939,ERR14399961,GRC1
RCN33939,ERR14399962,GRC2
RCN33939,ERR14399963,SPEC
RCN33940,ERR14399964,GRC1
RCN33940,ERR14399965,GRC2
RCN33940,ERR14399966,SPEC
RCN33941,ERR14399967,GRC1
RCN33941,ERR14399968,GRC2
RCN33941,ERR14399969,SPEC
RCN33942,ERR14399970,GRC1
RCN33942,ERR14399971,GRC2
RCN33942,ERR14399972,SPEC
RCN33943,ERR14399973,GRC1
RCN33943,ERR14399974,GRC2
RCN33943,ERR14399975,SPEC
RCN33944,ERR14399976,GRC1
RCN33944,ERR14399977,GRC2
RCN33944,ERR14399978,SPEC
RCN33945,ERR14399979,GRC1
RCN33945,ERR14399980,GRC2
RCN33945,ERR14399981,SPEC
RCN33946,ERR14399982,GRC1
RCN33946,ERR14399983,GRC2
RCN33946,ERR14399984,SPEC
RCN33947,ERR14399985,GRC1
RCN33947,ERR14399986,GRC2
RCN33947,ERR14399987,SPEC
RCN33948,ERR14399988,GRC1
RCN33948,ERR14399989,GRC2
RCN33948,ERR14399990,SPEC
RCN33949,ERR14399991,GRC1
RCN33949,ERR14399992,GRC2
RCN33949,ERR14399993,SPEC
RCN33950,ERR14399994,GRC1
RCN33950,ERR14399995,GRC2
RCN33950,ERR14399996,SPEC
RCN33951,ERR14399997,GRC1
RCN33951,ERR14399998,GRC2
RCN33951,ERR14399999,SPEC
RCN33952,ERR14400000,GRC1
RCN33952,ERR14400001,GRC2
RCN33952,ERR14400002,SPEC
RCN33953,ERR14400003,GRC1
RCN33953,ERR14400004,GRC2
RCN33953,ERR14400005,SPEC
RCN33954,ERR14400006,GRC1
RCN33954,ERR14400007,GRC2
RCN33954,ERR14400008,SPEC
RCN33955,ERR14400009,GRC1
RCN33955,ERR14400010,GRC2
RCN33955,ERR14400011,SPEC
RCN33957,ERR14400012,GRC1
RCN33957,ERR14400013,GRC2
RCN33957,ERR14400014,SPEC
RCN33958,ERR14400015,GRC1
RCN33958,ERR14400016,GRC2
RCN33958,ERR14400017,SPEC
RCN33959,ERR14400018,GRC1
RCN33959,ERR14400019,GRC2
RCN33959,ERR14400020,SPEC
RCN33960,ERR14400021,GRC1
RCN33960,ERR14400022,GRC2
RCN33960,ERR14400023,SPEC
RCN33961,ERR14400024,GRC1
RCN33961,ERR14400025,GRC2
RCN33961,ERR14400026,SPEC
RCN33962,ERR14400027,GRC1
RCN33962,ERR14400028,GRC2
RCN33962,ERR14400029,SPEC
RCN33963,ERR14400030,GRC1
RCN33963,ERR14400031,GRC2
RCN33963,ERR14400032,SPEC
RCN33964,ERR14400033,GRC1
RCN33964,ERR14400034,GRC2
RCN33964,ERR14400035,SPEC
RCN33965,ERR14400036,GRC1
RCN33965,ERR14400037,GRC2
RCN33965,ERR14400038,SPEC
RCN33966,ERR14400039,GRC1
RCN33966,ERR14400040,GRC2
RCN33966,ERR14400041,SPEC
RCN33967,ERR14400042,GRC1
RCN33967,ERR14400043,GRC2
RCN33967,ERR14400044,SPEC
RCN33968,ERR14400045,GRC1
RCN33968,ERR14400046,GRC2
RCN33968,ERR14400047,SPEC
RCN33969,ERR14400048,GRC1
RCN33969,ERR14400049,GRC2
RCN33969,ERR14400050,SPEC
RCN33970,ERR14400051,GRC1
RCN33970,ERR14400052,GRC2
RCN33970,ERR14400053,SPEC
RCN33971,ERR14400054,GRC1
RCN33971,ERR14400055,GRC2
RCN33971,ERR14400056,SPEC
RCN33973,ERR14400057,GRC1
RCN33973,ERR14400058,GRC2
RCN33973,ERR14400059,SPEC
RCN33974,ERR14400060,GRC1
RCN33974,ERR14400061,GRC2
RCN33974,ERR14400062,SPEC
RCN33975,ERR14400063,GRC1
RCN33975,ERR14400064,GRC2
RCN33975,ERR14400065,SPEC
RCN33976,ERR14400066,GRC1
RCN33976,ERR14400067,GRC2
RCN33976,ERR14400068,SPEC
RCN33977,ERR14400069,GRC1
RCN33977,ERR14400070,GRC2
RCN33977,ERR14400071,SPEC
RCN33978,ERR14400072,GRC1
RCN33978,ERR14400073,GRC2
RCN33978,ERR14400074,SPEC
RCN33979,ERR14400075,GRC1
RCN33979,ERR14400076,GRC2
RCN33979,ERR14400077,SPEC
RCN33980,ERR14400078,GRC1
RCN33980,ERR14400079,GRC2
RCN33980,ERR14400080,SPEC
RCN33981,ERR14400081,GRC1
RCN33981,ERR14400082,GRC2
RCN33981,ERR14400083,SPEC
RCN33982,ERR14400084,GRC1
RCN33982,ERR14400085,GRC2
RCN33982,ERR14400086,SPEC
RCN33983,ERR14400087,GRC1
RCN33983,ERR14400088,GRC2
RCN33983,ERR14400089,SPEC
RCN33984,ERR14400090,GRC1
RCN33984,ERR14400091,GRC2
RCN33984,ERR14400092,SPEC
RCN33985,ERR14400093,GRC1
RCN33985,ERR14400094,GRC2
RCN33985,ERR14400095,SPEC
RCN33986,ERR14400096,GRC1
RCN33986,ERR14400097,GRC2
RCN33986,ERR14400098,SPEC
RCN33987,ERR14400099,GRC1
RCN33987,ERR14400100,GRC2
RCN33987,ERR14400101,SPEC
RCN33988,ERR14400102,GRC1
RCN33988,ERR14400103,GRC2
RCN33988,ERR14400104,SPEC
RCN33989,ERR14400105,GRC1
RCN33989,ERR14400106,GRC2
RCN33989,ERR14400107,SPEC
RCN33990,ERR14400108,GRC1
RCN33990,ERR14400109,GRC2
RCN33990,ERR14400110,SPEC
RCN33991,ERR14400111,GRC1
RCN33991,ERR14400112,GRC2
RCN33991,ERR14400113,SPEC
RCN33992,ERR14400114,GRC1
RCN33992,ERR14400115,GRC2
RCN33992,ERR14400116,SPEC
RCN33993,ERR14400117,GRC1
RCN33993,ERR14400118,GRC2
RCN33993,ERR14400119,SPEC
RCN33994,ERR14400120,GRC1
RCN33994,ERR14400121,GRC2
RCN33994,ERR14400122,SPEC
RCN33995,ERR14400123,GRC1
RCN33995,ERR14400124,GRC2
RCN33995,ERR14400125,SPEC
RCN33996,ERR14400126,GRC1
RCN33996,ERR14400127,GRC2
RCN33996,ERR14400128,SPEC
RCN33997,ERR14400129,GRC1
RCN33997,ERR14400130,GRC2
RCN33997,ERR14400131,SPEC
RCN33998,ERR14400132,GRC1
RCN33998,ERR14400133,GRC2
RCN33998,ERR14400134,SPEC
RCN33999,ERR14400135,GRC1
RCN33999,ERR14400136,GRC2
RCN33999,ERR14400137,SPEC
RCN34000,ERR14400138,GRC1
RCN34000,ERR14400139,GRC2
RCN34000,ERR14400140,SPEC
RCN34001,ERR14400141,GRC1
RCN34001,ERR14400142,GRC2
RCN34001,ERR14400143,SPEC
RCN34002,ERR14400144,GRC1
RCN34002,ERR14400145,GRC2
RCN34002,ERR14400146,SPEC
RCN34003,ERR14400147,GRC1
RCN34003,ERR14400148,GRC2
RCN34003,ERR14400149,SPEC
RCN34004,ERR14400150,GRC1
RCN34004,ERR14400151,GRC2
RCN34004,ERR14400152,SPEC
RCN34005,ERR14400153,GRC1
RCN34005,ERR14400154,GRC2
RCN34005,ERR14400155,SPEC
RCN34006,ERR14400156,GRC1
RCN34006,ERR14400157,GRC2
RCN34006,ERR14400158,SPEC
RCN34007,ERR14400159,GRC1
RCN34007,ERR14400160,GRC2
RCN34007,ERR14400161,SPEC
RCN34008,ERR14400162,GRC1
RCN34008,ERR14400163,GRC2
RCN34008,ERR14400164,SPEC
RCN34009,ERR14400165,GRC1
RCN34009,ERR14400166,GRC2
RCN34009,ERR14400167,SPEC
RCN34010,ERR14400168,GRC1
RCN34010,ERR14400169,GRC2
RCN34010,ERR14400170,SPEC
RCN34011,ERR14400171,GRC1
RCN34011,ERR14400172,GRC2
RCN34011,ERR14400173,SPEC
RCN34012,ERR14400174,GRC1
RCN34012,ERR14400175,GRC2
RCN34012,ERR14400176,SPEC
RCN34013,ERR14400177,GRC1
RCN34013,ERR14400178,GRC2
RCN34013,ERR14400179,SPEC
RCN34014,ERR14400180,GRC1
RCN34014,ERR14400181,GRC2
RCN34014,ERR14400182,SPEC
RCN34015,ERR14400183,GRC1
RCN34015,ERR14400184,GRC2
RCN34015,ERR14400185,SPEC
RCN34016,ERR14400186,GRC1
RCN34016,ERR14400187,GRC2
RCN34016,ERR14400188,SPEC
RCN34017,ERR14400189,GRC1
RCN34017,ERR14400190,GRC2
RCN34017,ERR14400191,SPEC
RCN34018,ERR14400192,GRC1
RCN34018,ERR14400193,GRC2
RCN34018,ERR14400194,SPEC
RCN34019,ERR14400195,GRC1
RCN34019,ERR14400196,GRC2
RCN34019,ERR14400197,SPEC
RCN34021,ERR14400198,GRC1
RCN34021,ERR14400199,GRC2
RCN34021,ERR14400200,SPEC
RCN34022,ERR14400201,GRC1
RCN34022,ERR14400202,GRC2
RCN34022,ERR14400203,SPEC
RCN34023,ERR14400204,GRC1
RCN34023,ERR14400205,GRC2
RCN34023,ERR14400206,SPEC
RCN34024,ERR14400207,GRC1
RCN34024,ERR14400208,GRC2
RCN34024,ERR14400209,SPEC
RCN34025,ERR14400210,GRC1
RCN34025,ERR14400211,GRC2
RCN34025,ERR14400212,SPEC
RCN34026,ERR14400213,GRC1
RCN34026,ERR14400214,GRC2
RCN34026,ERR14400215,SPEC
RCN34027,ERR14400216,GRC1
RCN34027,ERR14400217,GRC2
RCN34027,ERR14400218,SPEC
RCN34028,ERR14400219,GRC1
RCN34028,ERR14400220,GRC2
RCN34028,ERR14400221,SPEC
RCN34029,ERR14400222,GRC1
RCN34029,ERR14400223,GRC2
RCN34029,ERR14400224,SPEC
RCN34030,ERR14400225,GRC1
RCN34030,ERR14400226,GRC2
RCN34030,ERR14400227,SPEC
RCN34031,ERR14400228,GRC1
RCN34031,ERR14400229,GRC2
RCN34031,ERR14400230,SPEC
RCN34032,ERR14400231,GRC1
RCN34032,ERR14400232,GRC2
RCN34032,ERR14400233,SPEC
RCN34033,ERR14400234,GRC1
RCN34033,ERR14400235,GRC2
RCN34033,ERR14400236,SPEC
RCN34034,ERR14400237,GRC1
RCN34034,ERR14400238,GRC2
RCN34034,ERR14400239,SPEC
RCN34035,ERR14400240,GRC1
RCN34035,ERR14400241,GRC2
RCN34035,ERR14400242,SPEC
RCN34036,ERR14400243,GRC1
RCN34036,ERR14400244,GRC2
RCN34036,ERR14400245,SPEC
RCN34037,ERR14400246,GRC1
RCN34037,ERR14400247,GRC2
RCN34037,ERR14400248,SPEC
RCN34038,ERR14400249,GRC1
RCN34038,ERR14400250,GRC2
RCN34038,ERR14400251,SPEC
RCN34039,ERR14400252,GRC1
RCN34039,ERR14400253,GRC2
RCN34039,ERR14400254,SPEC
RCN34040,ERR14400255,GRC1
RCN34040,ERR14400256,GRC2
RCN34040,ERR14400257,SPEC
RCN34041,ERR14400258,GRC1
RCN34041,ERR14400259,GRC2
RCN34041,ERR14400260,SPEC
RCN34042,ERR14400261,GRC1
RCN34042,ERR14400262,GRC2
RCN34042,ERR14400263,SPEC
RCN34043,ERR14400264,GRC1
RCN34043,ERR14400265,GRC2
RCN34043,ERR14400266,SPEC
RCN34044,ERR14400267,GRC1
RCN34044,ERR14400268,GRC2
RCN34044,ERR14400269,SPEC
RCN34045,ERR14400270,GRC1
RCN34045,ERR14400271,GRC2
RCN34045,ERR14400272,SPEC
RCN34046,ERR14400273,GRC1
RCN34046,ERR14400274,GRC2
RCN34046,ERR14400275,SPEC
RCN34047,ERR14400276,GRC1
RCN34047,ERR14400277,GRC2
RCN34047,ERR14400278,SPEC
RCN34048,ERR14400279,GRC1
RCN34048,ERR14400280,GRC2
RCN34048,ERR14400281,SPEC
RCN34050,ERR14400282,GRC1
RCN34050,ERR14400283,GRC2
RCN34050,ERR14400284,SPEC
RCN34051,ERR14400285,GRC1
RCN34051,ERR14400286,GRC2
RCN34051,ERR14400287,SPEC
RCN34052,ERR14400288,GRC1
RCN34052,ERR14400289,GRC2
RCN34052,ERR14400290,SPEC
RCN34053,ERR14400291,GRC1
RCN34053,ERR14400292,GRC2
RCN34053,ERR14400293,SPEC
RCN34054,ERR14400294,GRC1
RCN34054,ERR14400295,GRC2
RCN34054,ERR14400296,SPEC
RCN34055,ERR14400297,GRC1
RCN34055,ERR14400298,GRC2
RCN34055,ERR14400299,SPEC
RCN34056,ERR14400300,GRC1
RCN34056,ERR14400301,GRC2
RCN34056,ERR14400302,SPEC
RCN34057,ERR14400303,GRC1
RCN34057,ERR14400304,GRC2
RCN34057,ERR14400305,SPEC
RCN34058,ERR14400306,GRC1
RCN34058,ERR14400307,GRC2
RCN34058,ERR14400308,SPEC
RCN34059,ERR14400309,GRC1
RCN34059,ERR14400310,GRC2
RCN34059,ERR14400311,SPEC
RCN34060,ERR14400312,GRC1
RCN34060,ERR14400313,GRC2
RCN34060,ERR14400314,SPEC
RCN34061,ERR14400315,GRC1
RCN34061,ERR14400316,GRC2
RCN34061,ERR14400317,SPEC
RCN34062,ERR14400318,GRC1
RCN34062,ERR14400319,GRC2
RCN34062,ERR14400320,SPEC
RCN34063,ERR14400321,GRC1
RCN34063,ERR14400322,GRC2
RCN34063,ERR14400323,SPEC
RCN34064,ERR14400324,GRC1
RCN34064,ERR14400325,GRC2
RCN34064,ERR14400326,SPEC
RCN34065,ERR14400327,GRC1
RCN34065,ERR14400328,GRC2
RCN34065,ERR14400329,SPEC
RCN34066,ERR14400330,GRC1
RCN34066,ERR14400331,GRC2
RCN34066,ERR14400332,SPEC
RCN34067,ERR14400333,GRC1
RCN34067,ERR14400334,GRC2
RCN34067,ERR14400335,SPEC
RCN34068,ERR14400336,GRC1
RCN34068,ERR14400337,GRC2
RCN34068,ERR14400338,SPEC
RCN34069,ERR14400339,GRC1
RCN34069,ERR14400340,GRC2
RCN34069,ERR14400341,SPEC
RCN34070,ERR14400342,GRC1
RCN34070,ERR14400343,GRC2
RCN34070,ERR14400344,SPEC
RCN34071,ERR14400345,GRC1
RCN34071,ERR14400346,GRC2
RCN34071,ERR14400347,SPEC
RCN34072,ERR14400348,GRC1
RCN34072,ERR14400349,GRC2
RCN34072,ERR14400350,SPEC
RCN34073,ERR14400351,GRC1
RCN34073,ERR14400352,GRC2
RCN34073,ERR14400353,SPEC
RCN34074,ERR14400354,GRC1
RCN34074,ERR14400355,GRC2
RCN34074,ERR14400356,SPEC
RCN34075,ERR14400357,GRC1
RCN34075,ERR14400358,GRC2
RCN34075,ERR14400359,SPEC
RCN34077,ERR14400360,GRC1
RCN34077,ERR14400361,GRC2
RCN34077,ERR14400362,SPEC
RCN34079,ERR14400363,GRC1
RCN34079,ERR14400364,GRC2
RCN34079,ERR14400365,SPEC
RCN34080,ERR14400366,GRC1
RCN34080,ERR14400367,GRC2
RCN34080,ERR14400368,SPEC
RCN34081,ERR14400369,GRC1
RCN34081,ERR14400370,GRC2
RCN34081,ERR14400371,SPEC
RCN34082,ERR14400372,GRC1
RCN34082,ERR14400373,GRC2
RCN34082,ERR14400374,SPEC
RCN34083,ERR14400375,GRC1
RCN34083,ERR14400376,GRC2
RCN34083,ERR14400377,SPEC
RCN34084,ERR14400378,GRC1
RCN34084,ERR14400379,GRC2
RCN34084,ERR14400380,SPEC
RCN34085,ERR14400381,GRC1
RCN34085,ERR14400382,GRC2
RCN34085,ERR14400383,SPEC
RCN34086,ERR14400384,GRC1
RCN34086,ERR14400385,GRC2
RCN34086,ERR14400386,SPEC
RCN34087,ERR14400387,GRC1
RCN34087,ERR14400388,GRC2
RCN34087,ERR14400389,SPEC
RCN34088,ERR14400390,GRC1
RCN34088,ERR14400391,GRC2
RCN34088,ERR14400392,SPEC
RCN34089,ERR14400393,GRC1
RCN34089,ERR14400394,GRC2
RCN34089,ERR14400395,SPEC
RCN34090,ERR14400396,GRC1
RCN34090,ERR14400397,GRC2
RCN34090,ERR14400398,SPEC
RCN34091,ERR14400399,GRC1
RCN34091,ERR14400400,GRC2
RCN34091,ERR14400401,SPEC
RCN34092,ERR14400402,GRC1
RCN34092,ERR14400403,GRC2
RCN34092,ERR14400404,SPEC
RCN34093,ERR14400405,GRC1
RCN34093,ERR14400406,GRC2
RCN34093,ERR14400407,SPEC
RCN34094,ERR14400408,GRC1
RCN34094,ERR14400409,GRC2
RCN34094,ERR14400410,SPEC
RCN34095,ERR14400411,GRC1
RCN34095,ERR14400412,GRC2
RCN34095,ERR14400413,SPEC
RCN34096,ERR14400414,GRC1
RCN34096,ERR14400415,GRC2
RCN34096,ERR14400416,SPEC
RCN34097,ERR14400417,GRC1
RCN34097,ERR14400418,GRC2
RCN34097,ERR14400419,SPEC
RCN34098,ERR14400420,GRC1
RCN34098,ERR14400421,GRC2
RCN34098,ERR14400422,SPEC
RCN34099,ERR14400423,GRC1
RCN34099,ERR14400424,GRC2
RCN34099,ERR14400425,SPEC
RCN34100,ERR14400426,GRC1
RCN34100,ERR14400427,GRC2
RCN34100,ERR14400428,SPEC
RCN34101,ERR14400429,GRC1
RCN34101,ERR14400430,GRC2
RCN34101,ERR14400431,SPEC
RCN34102,ERR14400432,GRC1
RCN34102,ERR14400433,GRC2
RCN34102,ERR14400434,SPEC
RCN34103,ERR14400435,GRC1
RCN34103,ERR14400436,GRC2
RCN34103,ERR14400437,SPEC
RCN34104,ERR14400438,GRC1
RCN34104,ERR14400439,GRC2
RCN34104,ERR14400440,SPEC
RCN34105,ERR14400441,GRC1
RCN34105,ERR14400442,GRC2
RCN34105,ERR14400443,SPEC
RCN34106,ERR14400444,GRC1
RCN34106,ERR14400445,GRC2
RCN34106,ERR14400446,SPEC
RCN34107,ERR14400447,GRC1
RCN34107,ERR14400448,GRC2
RCN34107,ERR14400449,SPEC
RCN34108,ERR14400450,GRC1
RCN34108,ERR14400451,GRC2
RCN34108,ERR14400452,SPEC
RCN34109,ERR14400453,GRC1
RCN34109,ERR14400454,GRC2
RCN34109,ERR14400455,SPEC
RCN34110,ERR14400456,GRC1
RCN34110,ERR14400457,GRC2
RCN34110,ERR14400458,SPEC
RCN34111,ERR14400459,GRC1
RCN34111,ERR14400460,GRC2
RCN34111,ERR14400461,SPEC
RCN34112,ERR14400462,GRC1
RCN34112,ERR14400463,GRC2
RCN34113,ERR14400465,GRC1
RCN34113,ERR14400466,GRC2
RCN34113,ERR14400467,SPEC
RCN34114,ERR14400468,GRC1
RCN34114,ERR14400469,GRC2
RCN34114,ERR14400470,SPEC
RCN34115,ERR14400471,GRC1
RCN34115,ERR14400472,GRC2
RCN34115,ERR14400473,SPEC
RCN34118,ERR14400474,GRC1
RCN34118,ERR14400475,GRC2
RCN34118,ERR14400476,SPEC
RCN34120,ERR14400477,GRC1
RCN34120,ERR14400478,GRC2
RCN34120,ERR14400479,SPEC
RCN34122,ERR14400480,GRC1
RCN34122,ERR14400481,GRC2
RCN34122,ERR14400482,SPEC
RCN34123,ERR14400483,GRC1
RCN34123,ERR14400484,GRC2
RCN34123,ERR14400485,SPEC
RCN34124,ERR14400486,GRC1
RCN34124,ERR14400487,GRC2
RCN34124,ERR14400488,SPEC
RCN34126,ERR14400489,GRC1
RCN34126,ERR14400490,GRC2
RCN34126,ERR14400491,SPEC
RCN34127,ERR14400492,GRC1
RCN34127,ERR14400493,GRC2
RCN34127,ERR14400494,SPEC
RCN34128,ERR14400495,GRC1
RCN34128,ERR14400496,GRC2
RCN34128,ERR14400497,SPEC
RCN34129,ERR14400498,GRC1
RCN34129,ERR14400499,GRC2
RCN34129,ERR14400500,SPEC
RCN34130,ERR14400501,GRC1
RCN34130,ERR14400502,GRC2
RCN34130,ERR14400503,SPEC
RCN34131,ERR14400504,GRC1
RCN34131,ERR14400505,GRC2
RCN34131,ERR14400506,SPEC
RCN34132,ERR14400507,GRC1
RCN34132,ERR14400508,GRC2
RCN34132,ERR14400509,SPEC
RCN34133,ERR14400510,GRC1
RCN34133,ERR14400511,GRC2
RCN34133,ERR14400512,SPEC
RCN34134,ERR14400513,GRC1
RCN34134,ERR14400514,GRC2
RCN34134,ERR14400515,SPEC
RCN34135,ERR14400516,GRC1
RCN34135,ERR14400517,GRC2
RCN34135,ERR14400518,SPEC
RCN34136,ERR14400519,GRC1
