sample,country,ampseq_process,Artemisinin,Piperaquine,Mefloquine,Chloroquine,Pyrimethamine,Sulfadoxine,DHA-PPQ,AS-MQ,S-P,S-P-IPTp,INSDC_Pf8,INSDC_Pf8_readcount,INSDC_GenRe_GRC1,INSDC_GenRe_GRC1_readcount,INSDC_GenRe_GRC2,INSDC_GenRe_GRC2_readcount,INSDC_GenRe_SPEC,INSDC_GenRe_SPEC_readcount,GenRe_GRC1_ENA_FASTQ_FTP_1,GenRe_GRC2_ENA_FASTQ_FTP_1,GenRe_SPEC_ENA_FASTQ_FTP_1,Pf8_ENA_FASTQ_FTP_1,GenRe_GRC1_ENA_FASTQ_FTP_2,GenRe_GRC2_ENA_FASTQ_FTP_2,GenRe_SPEC_ENA_FASTQ_FTP_2,Pf8_ENA_FASTQ_FTP_2
RCN18730,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15627428,14347628.0,ERR14394666,17521.0,ERR14394667,25395.0,ERR14394668,1033.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/066/ERR14394666/ERR14394666_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/067/ERR14394667/ERR14394667_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14394668/ERR14394668_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/028/ERR15627428/ERR15627428_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/066/ERR14394666/ERR14394666_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/067/ERR14394667/ERR14394667_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14394668/ERR14394668_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/028/ERR15627428/ERR15627428_2.fastq.gz
RCN18731,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15627429,16208654.0,ERR14394669,49229.0,ERR14394670,52503.0,ERR14394671,1991.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14394669/ERR14394669_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/070/ERR14394670/ERR14394670_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/071/ERR14394671/ERR14394671_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/029/ERR15627429/ERR15627429_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14394669/ERR14394669_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/070/ERR14394670/ERR14394670_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/071/ERR14394671/ERR14394671_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/029/ERR15627429/ERR15627429_2.fastq.gz
RCN18732,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15627430,16761856.0,ERR14394672,35431.0,ERR14394673,25277.0,ERR14394674,726.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/072/ERR14394672/ERR14394672_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/073/ERR14394673/ERR14394673_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/074/ERR14394674/ERR14394674_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/030/ERR15627430/ERR15627430_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/072/ERR14394672/ERR14394672_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/073/ERR14394673/ERR14394673_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/074/ERR14394674/ERR14394674_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/030/ERR15627430/ERR15627430_2.fastq.gz
RCN18733,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15627431,8098228.0,ERR14394675,20892.0,ERR14394676,19019.0,ERR14394677,19.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/075/ERR14394675/ERR14394675_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/076/ERR14394676/ERR14394676_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/077/ERR14394677/ERR14394677_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/031/ERR15627431/ERR15627431_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/075/ERR14394675/ERR14394675_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/076/ERR14394676/ERR14394676_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/077/ERR14394677/ERR14394677_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/031/ERR15627431/ERR15627431_2.fastq.gz
RCN18734,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15627432,9650232.0,ERR14394678,6841.0,ERR14394679,10637.0,ERR14394680,665.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/078/ERR14394678/ERR14394678_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/079/ERR14394679/ERR14394679_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/080/ERR14394680/ERR14394680_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/032/ERR15627432/ERR15627432_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/078/ERR14394678/ERR14394678_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/079/ERR14394679/ERR14394679_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/080/ERR14394680/ERR14394680_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/032/ERR15627432/ERR15627432_2.fastq.gz
RCN18735,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15627433,13274859.0,ERR14394681,41031.0,ERR14394682,26267.0,ERR14394683,1075.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/081/ERR14394681/ERR14394681_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/082/ERR14394682/ERR14394682_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/083/ERR14394683/ERR14394683_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/033/ERR15627433/ERR15627433_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/081/ERR14394681/ERR14394681_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/082/ERR14394682/ERR14394682_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/083/ERR14394683/ERR14394683_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/033/ERR15627433/ERR15627433_2.fastq.gz
RCN18736,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15627434,14429531.0,ERR14394684,26209.0,ERR14394685,29077.0,ERR14394686,1268.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/084/ERR14394684/ERR14394684_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/085/ERR14394685/ERR14394685_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/086/ERR14394686/ERR14394686_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/034/ERR15627434/ERR15627434_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/084/ERR14394684/ERR14394684_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/085/ERR14394685/ERR14394685_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/086/ERR14394686/ERR14394686_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/034/ERR15627434/ERR15627434_2.fastq.gz
RCN18737,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15627435,13109389.0,ERR14394687,13241.0,ERR14394688,32797.0,ERR14394689,1029.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/087/ERR14394687/ERR14394687_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/088/ERR14394688/ERR14394688_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/089/ERR14394689/ERR14394689_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/035/ERR15627435/ERR15627435_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/087/ERR14394687/ERR14394687_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/088/ERR14394688/ERR14394688_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/089/ERR14394689/ERR14394689_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/035/ERR15627435/ERR15627435_2.fastq.gz
RCN18738,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15627436,17752382.0,ERR14394690,37836.0,ERR14394691,37481.0,ERR14394692,1343.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/090/ERR14394690/ERR14394690_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/091/ERR14394691/ERR14394691_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/092/ERR14394692/ERR14394692_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/036/ERR15627436/ERR15627436_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/090/ERR14394690/ERR14394690_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/091/ERR14394691/ERR14394691_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/092/ERR14394692/ERR14394692_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/036/ERR15627436/ERR15627436_2.fastq.gz
RCN18739,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,ERR15627437,15247142.0,ERR14394693,29401.0,ERR14394694,35555.0,ERR14394695,1387.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/093/ERR14394693/ERR14394693_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/094/ERR14394694/ERR14394694_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/095/ERR14394695/ERR14394695_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/037/ERR15627437/ERR15627437_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/093/ERR14394693/ERR14394693_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/094/ERR14394694/ERR14394694_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/095/ERR14394695/ERR14394695_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/037/ERR15627437/ERR15627437_2.fastq.gz
RCN18740,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15627438,12981557.0,ERR14394696,45390.0,ERR14394697,31158.0,ERR14394698,270.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14394696/ERR14394696_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/097/ERR14394697/ERR14394697_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/098/ERR14394698/ERR14394698_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/038/ERR15627438/ERR15627438_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14394696/ERR14394696_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/097/ERR14394697/ERR14394697_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/098/ERR14394698/ERR14394698_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/038/ERR15627438/ERR15627438_2.fastq.gz
RCN18741,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15627439,12810127.0,ERR14394699,15745.0,ERR14394700,27238.0,ERR14394701,603.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14394699/ERR14394699_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14394700/ERR14394700_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/001/ERR14394701/ERR14394701_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/039/ERR15627439/ERR15627439_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14394699/ERR14394699_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14394700/ERR14394700_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/001/ERR14394701/ERR14394701_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/039/ERR15627439/ERR15627439_2.fastq.gz
RCN18744,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15627441,16974424.0,ERR14394708,17093.0,ERR14394709,29694.0,ERR14394710,1043.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14394708/ERR14394708_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/009/ERR14394709/ERR14394709_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/010/ERR14394710/ERR14394710_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/041/ERR15627441/ERR15627441_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/008/ERR14394708/ERR14394708_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/009/ERR14394709/ERR14394709_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/010/ERR14394710/ERR14394710_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/041/ERR15627441/ERR15627441_2.fastq.gz
RCN18745,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15627442,13521553.0,ERR14394711,7098.0,ERR14394712,18541.0,ERR14394713,1144.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/011/ERR14394711/ERR14394711_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/012/ERR14394712/ERR14394712_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/013/ERR14394713/ERR14394713_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/042/ERR15627442/ERR15627442_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/011/ERR14394711/ERR14394711_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/012/ERR14394712/ERR14394712_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/013/ERR14394713/ERR14394713_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/042/ERR15627442/ERR15627442_2.fastq.gz
RCN18748,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15627445,11673211.0,ERR14394717,36826.0,ERR14394718,24914.0,ERR14394719,431.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/017/ERR14394717/ERR14394717_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/018/ERR14394718/ERR14394718_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/019/ERR14394719/ERR14394719_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/045/ERR15627445/ERR15627445_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/017/ERR14394717/ERR14394717_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/018/ERR14394718/ERR14394718_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/019/ERR14394719/ERR14394719_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/045/ERR15627445/ERR15627445_2.fastq.gz
RCN18749,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15627446,16532018.0,ERR14394720,17367.0,ERR14394721,32576.0,ERR14394722,106.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/020/ERR14394720/ERR14394720_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/021/ERR14394721/ERR14394721_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/022/ERR14394722/ERR14394722_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/046/ERR15627446/ERR15627446_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/020/ERR14394720/ERR14394720_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/021/ERR14394721/ERR14394721_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/022/ERR14394722/ERR14394722_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/046/ERR15627446/ERR15627446_2.fastq.gz
RCN24787,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628006,13194578.0,ERR14394723,39012.0,ERR14394724,26288.0,ERR14394725,756.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/023/ERR14394723/ERR14394723_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/024/ERR14394724/ERR14394724_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/025/ERR14394725/ERR14394725_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR15628006/ERR15628006_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/023/ERR14394723/ERR14394723_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/024/ERR14394724/ERR14394724_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/025/ERR14394725/ERR14394725_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/006/ERR15628006/ERR15628006_2.fastq.gz
RCN24788,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628007,15982835.0,ERR14394726,21800.0,ERR14394727,22273.0,ERR14394728,495.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/026/ERR14394726/ERR14394726_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/027/ERR14394727/ERR14394727_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/028/ERR14394728/ERR14394728_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR15628007/ERR15628007_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/026/ERR14394726/ERR14394726_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/027/ERR14394727/ERR14394727_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/028/ERR14394728/ERR14394728_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/007/ERR15628007/ERR15628007_2.fastq.gz
RCN24789,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15628008,12872727.0,ERR14394729,30412.0,ERR14394730,23958.0,ERR14394731,921.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14394729/ERR14394729_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/030/ERR14394730/ERR14394730_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/031/ERR14394731/ERR14394731_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR15628008/ERR15628008_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/029/ERR14394729/ERR14394729_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/030/ERR14394730/ERR14394730_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/031/ERR14394731/ERR14394731_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/008/ERR15628008/ERR15628008_2.fastq.gz
RCN24790,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15628009,14859995.0,ERR14394732,23406.0,ERR14394733,17301.0,ERR14394734,456.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/032/ERR14394732/ERR14394732_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/033/ERR14394733/ERR14394733_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14394734/ERR14394734_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR15628009/ERR15628009_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/032/ERR14394732/ERR14394732_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/033/ERR14394733/ERR14394733_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/034/ERR14394734/ERR14394734_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR15628009/ERR15628009_2.fastq.gz
RCN24791,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15628010,11092868.0,ERR14394735,27146.0,ERR14394736,22698.0,ERR14394737,961.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/035/ERR14394735/ERR14394735_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/036/ERR14394736/ERR14394736_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14394737/ERR14394737_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/010/ERR15628010/ERR15628010_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/035/ERR14394735/ERR14394735_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/036/ERR14394736/ERR14394736_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/037/ERR14394737/ERR14394737_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/010/ERR15628010/ERR15628010_2.fastq.gz
RCN24792,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628011,13385096.0,ERR14394738,15033.0,ERR14394739,11483.0,ERR14394740,392.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14394738/ERR14394738_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/039/ERR14394739/ERR14394739_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/040/ERR14394740/ERR14394740_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/011/ERR15628011/ERR15628011_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/038/ERR14394738/ERR14394738_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/039/ERR14394739/ERR14394739_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/040/ERR14394740/ERR14394740_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/011/ERR15628011/ERR15628011_2.fastq.gz
