sample,country,ampseq_process,Artemisinin,Piperaquine,Mefloquine,Chloroquine,Pyrimethamine,Sulfadoxine,DHA-PPQ,AS-MQ,S-P,S-P-IPTp,INSDC_Pf8,INSDC_Pf8_readcount,INSDC_GenRe_GRC1,INSDC_GenRe_GRC1_readcount,INSDC_GenRe_GRC2,INSDC_GenRe_GRC2_readcount,INSDC_GenRe_SPEC,INSDC_GenRe_SPEC_readcount,GenRe_GRC1_ENA_FASTQ_FTP_1,GenRe_GRC2_ENA_FASTQ_FTP_1,GenRe_SPEC_ENA_FASTQ_FTP_1,Pf8_ENA_FASTQ_FTP_1,GenRe_GRC1_ENA_FASTQ_FTP_2,GenRe_GRC2_ENA_FASTQ_FTP_2,GenRe_SPEC_ENA_FASTQ_FTP_2,Pf8_ENA_FASTQ_FTP_2
RCN24793,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628012,17392097.0,ERR14394741,27728.0,ERR14394742,20861.0,ERR14394743,16.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/041/ERR14394741/ERR14394741_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/042/ERR14394742/ERR14394742_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/043/ERR14394743/ERR14394743_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/012/ERR15628012/ERR15628012_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/041/ERR14394741/ERR14394741_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/042/ERR14394742/ERR14394742_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/043/ERR14394743/ERR14394743_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/012/ERR15628012/ERR15628012_2.fastq.gz
RCN24794,Vietnam,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Sensitive,ERR15628013,12667475.0,ERR14394744,37173.0,ERR14394745,24467.0,ERR14394746,1052.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/044/ERR14394744/ERR14394744_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/045/ERR14394745/ERR14394745_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/046/ERR14394746/ERR14394746_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/013/ERR15628013/ERR15628013_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/044/ERR14394744/ERR14394744_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/045/ERR14394745/ERR14394745_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/046/ERR14394746/ERR14394746_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/013/ERR15628013/ERR15628013_2.fastq.gz
RCN24795,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628014,15167969.0,ERR14394747,38671.0,ERR14394748,36807.0,ERR14394749,1013.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/047/ERR14394747/ERR14394747_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/048/ERR14394748/ERR14394748_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/049/ERR14394749/ERR14394749_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/014/ERR15628014/ERR15628014_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/047/ERR14394747/ERR14394747_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/048/ERR14394748/ERR14394748_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/049/ERR14394749/ERR14394749_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/014/ERR15628014/ERR15628014_2.fastq.gz
RCN24796,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628015,14133067.0,ERR14394750,52840.0,ERR14394751,44339.0,ERR14394752,1558.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/050/ERR14394750/ERR14394750_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/051/ERR14394751/ERR14394751_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/052/ERR14394752/ERR14394752_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/015/ERR15628015/ERR15628015_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/050/ERR14394750/ERR14394750_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/051/ERR14394751/ERR14394751_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/052/ERR14394752/ERR14394752_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/015/ERR15628015/ERR15628015_2.fastq.gz
RCN24797,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628016,13371281.0,ERR14394753,36861.0,ERR14394754,28428.0,ERR14394755,972.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/053/ERR14394753/ERR14394753_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/054/ERR14394754/ERR14394754_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/055/ERR14394755/ERR14394755_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/016/ERR15628016/ERR15628016_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/053/ERR14394753/ERR14394753_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/054/ERR14394754/ERR14394754_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/055/ERR14394755/ERR14394755_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/016/ERR15628016/ERR15628016_2.fastq.gz
RCN24798,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15628017,10222965.0,ERR14394756,40863.0,ERR14394757,29214.0,ERR14394758,757.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/056/ERR14394756/ERR14394756_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/057/ERR14394757/ERR14394757_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/058/ERR14394758/ERR14394758_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/017/ERR15628017/ERR15628017_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/056/ERR14394756/ERR14394756_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/057/ERR14394757/ERR14394757_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/058/ERR14394758/ERR14394758_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/017/ERR15628017/ERR15628017_2.fastq.gz
RCN24799,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628018,13756178.0,ERR14394759,33844.0,ERR14394760,27650.0,ERR14394761,1224.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/059/ERR14394759/ERR14394759_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/060/ERR14394760/ERR14394760_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/061/ERR14394761/ERR14394761_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/018/ERR15628018/ERR15628018_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/059/ERR14394759/ERR14394759_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/060/ERR14394760/ERR14394760_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/061/ERR14394761/ERR14394761_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/018/ERR15628018/ERR15628018_2.fastq.gz
RCN24800,Vietnam,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,Resistant,Undetermined,ERR15628019,11446457.0,ERR14394762,24842.0,ERR14394763,20293.0,ERR14394764,632.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/062/ERR14394762/ERR14394762_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/063/ERR14394763/ERR14394763_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/064/ERR14394764/ERR14394764_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/019/ERR15628019/ERR15628019_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/062/ERR14394762/ERR14394762_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/063/ERR14394763/ERR14394763_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/064/ERR14394764/ERR14394764_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/019/ERR15628019/ERR15628019_2.fastq.gz
RCN24801,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628020,11790405.0,ERR14394765,27109.0,ERR14394766,35197.0,ERR14394767,910.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/065/ERR14394765/ERR14394765_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/066/ERR14394766/ERR14394766_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/067/ERR14394767/ERR14394767_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/020/ERR15628020/ERR15628020_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/065/ERR14394765/ERR14394765_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/066/ERR14394766/ERR14394766_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/067/ERR14394767/ERR14394767_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/020/ERR15628020/ERR15628020_2.fastq.gz
RCN24802,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628021,9151379.0,ERR14394768,38900.0,ERR14394769,22265.0,ERR14394770,410.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14394768/ERR14394768_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14394769/ERR14394769_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/070/ERR14394770/ERR14394770_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/021/ERR15628021/ERR15628021_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/068/ERR14394768/ERR14394768_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/069/ERR14394769/ERR14394769_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/070/ERR14394770/ERR14394770_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/021/ERR15628021/ERR15628021_2.fastq.gz
RCN24803,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628022,9739779.0,ERR14394771,42024.0,ERR14394772,35953.0,ERR14394773,1185.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/071/ERR14394771/ERR14394771_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/072/ERR14394772/ERR14394772_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/073/ERR14394773/ERR14394773_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/022/ERR15628022/ERR15628022_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/071/ERR14394771/ERR14394771_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/072/ERR14394772/ERR14394772_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/073/ERR14394773/ERR14394773_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/022/ERR15628022/ERR15628022_2.fastq.gz
RCN24804,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628023,11510690.0,ERR14394774,38307.0,ERR14394775,34303.0,ERR14394776,963.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/074/ERR14394774/ERR14394774_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/075/ERR14394775/ERR14394775_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/076/ERR14394776/ERR14394776_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/023/ERR15628023/ERR15628023_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/074/ERR14394774/ERR14394774_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/075/ERR14394775/ERR14394775_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/076/ERR14394776/ERR14394776_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/023/ERR15628023/ERR15628023_2.fastq.gz
RCN24806,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628025,10381188.0,ERR14394780,30256.0,ERR14394781,27727.0,ERR14394782,759.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/080/ERR14394780/ERR14394780_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/081/ERR14394781/ERR14394781_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/082/ERR14394782/ERR14394782_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/025/ERR15628025/ERR15628025_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/080/ERR14394780/ERR14394780_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/081/ERR14394781/ERR14394781_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/082/ERR14394782/ERR14394782_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/025/ERR15628025/ERR15628025_2.fastq.gz
RCN24807,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628026,13724439.0,ERR14394783,29823.0,ERR14394784,33867.0,ERR14394785,1057.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/083/ERR14394783/ERR14394783_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/084/ERR14394784/ERR14394784_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/085/ERR14394785/ERR14394785_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/026/ERR15628026/ERR15628026_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/083/ERR14394783/ERR14394783_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/084/ERR14394784/ERR14394784_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/085/ERR14394785/ERR14394785_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/026/ERR15628026/ERR15628026_2.fastq.gz
RCN24808,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628027,11333984.0,ERR14394786,28438.0,ERR14394787,30548.0,ERR14394788,1050.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/086/ERR14394786/ERR14394786_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/087/ERR14394787/ERR14394787_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/088/ERR14394788/ERR14394788_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/027/ERR15628027/ERR15628027_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/086/ERR14394786/ERR14394786_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/087/ERR14394787/ERR14394787_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/088/ERR14394788/ERR14394788_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/027/ERR15628027/ERR15628027_2.fastq.gz
RCN24809,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628028,11000025.0,ERR14394789,22528.0,ERR14394790,17966.0,ERR14394791,977.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/089/ERR14394789/ERR14394789_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/090/ERR14394790/ERR14394790_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/091/ERR14394791/ERR14394791_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/028/ERR15628028/ERR15628028_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/089/ERR14394789/ERR14394789_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/090/ERR14394790/ERR14394790_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/091/ERR14394791/ERR14394791_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/028/ERR15628028/ERR15628028_2.fastq.gz
RCN24810,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628029,12200653.0,ERR14394792,25797.0,ERR14394793,18147.0,ERR14394794,457.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/092/ERR14394792/ERR14394792_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/093/ERR14394793/ERR14394793_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/094/ERR14394794/ERR14394794_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/029/ERR15628029/ERR15628029_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/092/ERR14394792/ERR14394792_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/093/ERR14394793/ERR14394793_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/094/ERR14394794/ERR14394794_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/029/ERR15628029/ERR15628029_2.fastq.gz
RCN24811,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628030,12185114.0,ERR14394795,47961.0,ERR14394796,45048.0,ERR14394797,1242.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/095/ERR14394795/ERR14394795_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14394796/ERR14394796_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/097/ERR14394797/ERR14394797_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/030/ERR15628030/ERR15628030_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/095/ERR14394795/ERR14394795_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/096/ERR14394796/ERR14394796_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/097/ERR14394797/ERR14394797_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/030/ERR15628030/ERR15628030_2.fastq.gz
RCN24812,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628031,8034697.0,ERR14394798,37890.0,ERR14394799,33518.0,ERR14394800,796.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/098/ERR14394798/ERR14394798_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14394799/ERR14394799_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14394800/ERR14394800_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/031/ERR15628031/ERR15628031_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/098/ERR14394798/ERR14394798_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/099/ERR14394799/ERR14394799_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/000/ERR14394800/ERR14394800_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/031/ERR15628031/ERR15628031_2.fastq.gz
RCN24813,Vietnam,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,Resistant,Undetermined,ERR15628032,15476132.0,ERR14394801,30039.0,ERR14394802,29123.0,ERR14394803,846.0,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/001/ERR14394801/ERR14394801_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/002/ERR14394802/ERR14394802_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/003/ERR14394803/ERR14394803_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/032/ERR15628032/ERR15628032_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/001/ERR14394801/ERR14394801_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/002/ERR14394802/ERR14394802_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR143/003/ERR14394803/ERR14394803_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/032/ERR15628032/ERR15628032_2.fastq.gz
